,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
722,,,[ 105.86545673   45.3302935 ],,,[ 182.54651452   70.20338969],,,,,,,,,,,,,,,,,,,[ 183.96172775   28.77179352],,,,,,,,,,,,,,,,,[ 186.55526002   71.50629612],,,,,,,,,,[ 174.66648137   29.33464625],,[ 179.25307041   28.0723306 ],,,,,,,,[ 92.4807263   72.22506768],,,,,,,,,,,,,,,,,[ 102.86802772   47.81033394],,,,,,,,,,,,[ 188.1904408   26.8188718],,,,,,,,,
723,,,[ 106.025299     45.29577226],,,[ 182.7814056    70.26794305],,,,,,,,,,,,,,,,,,,[ 184.4094732    28.66649518],,,,,,,,,,,,,,,,,[ 186.82355144   71.57601341],,,,,,,,,,[ 175.01791327   29.27451513],,[ 179.58790117   28.02274684],,,,,,,,[ 92.63002343  72.22892085],,,,,,,,,,,,,,,,,[ 103.01806081   47.77510039],,,,,,,,,,,,[ 188.48661121   26.77325655],,,,,,,,,
724,,,[ 106.18514128   45.26125103],,,[ 183.01629668   70.3324964 ],,,,,,,,,,,,,,,,,,,[ 184.85721865   28.56119685],,,,,,,,,,,,,,,,,[ 187.09184285   71.64573069],,,,,,,,,,[ 175.36934517   29.21438401],,[ 179.92273192   27.97316308],,,,,,,,[ 92.77932056  72.23277401],,,,,,,,,,,,,,,,,[ 103.1680939    47.73986683],,,,,,,,,,,,[ 188.78278161   26.7276413 ],,,,,,,,,
725,,,[ 106.34498355   45.2267298 ],,,[ 183.25118776   70.39704975],,,,,,,,,,,,,,,,,,,[ 184.85721865   28.56119685],,,,,,,,,,,,,,,,,[ 187.36013427   71.71544798],,,,,,,,,,[ 175.72077707   29.15425288],,[ 180.25756268   27.92357932],,,,,,,,[ 92.9286177   72.23662718],,,,,,,,,,,,,,,,,[ 103.318127     47.70463327],,,,,,,,,,,,[ 189.07895202   26.68202605],,,,,,,,,
726,,,[ 106.50482583   45.19220857],,,[ 183.81888131   70.5530647 ],,,,,,,,,,,,,,,,,,,[ 185.3049641    28.45589851],,,,,,,,,,,,,,,,,[ 187.62842568   71.78516526],,,,,,,,,,[ 176.07220897   29.09412176],,[ 180.59239343   27.87399556],,,,,,,,[ 93.07791483  72.24048034],,,,,,,,,,,,,,,,,[ 103.46816009   47.66939971],,,,,,,,,,,,[ 189.37512242   26.6364108 ],,,,,,,,,
727,,,[ 106.6646681    45.15768734],,,[ 184.0537724    70.61761805],,,,,,,,,,,,,,,,,,,[ 185.75270955   28.35060018],,,,,,,,,,,,,,,,,[ 187.8967171    71.85488254],,,,,,,,,,[ 176.42364086   29.03399063],,[ 180.92722419   27.8244118 ],,,,,,,,[ 93.22721196  72.2443335 ],,,,,,,,,,,,,,,,,[ 103.61819318   47.63416615],,,,,,,,,,,,[ 189.67129283   26.59079555],,,,,,,,,
728,,,[ 106.82451038   45.12316611],,,[ 184.28866348   70.68217141],,,,,,,,,,,,,,,,,,,[ 186.14377056   28.35060018],,,,,,,,,,,,,,,,,[ 188.16500852   71.92459983],,,,,,,,,,[ 176.77507276   28.97385951],,[ 181.26205494   27.77482804],,,,,,,,[ 93.37650909  72.24818667],,,,,,,,,,,,,,,,,[ 103.76822628   47.5989326 ],,,,,,,,,,,,[ 189.96746323   26.5451803 ],,,,,,,,,
729,,,[ 106.98435265   45.08864488],,,[ 184.52355456   70.74672476],,,,,,,,,,,,,,,,,,,[ 185.75270955   28.74166119],,,,,,,,,,,,,,,,,[ 188.43329993   71.99431711],,,,,,,,,,[ 177.12650466   28.91372838],,[ 181.5968857    27.72524428],,,,,,,,[ 93.52580622  72.25203983],,,,,,,,,,,,,,,,,[ 103.91825937   47.56369904],,,,,,,,,,,,[ 190.26363364   26.49956505],,,,,,,,,
730,,,[ 107.14419493   45.05412364],,,[ 184.75844565   70.81127811],,,,,,,,,,,,,,,,,,,[ 186.19072148   28.62662933],,,,,,,,,,,,,,,,,[ 188.70159135   72.0640344 ],,,,,,,,,,[ 177.47793656   28.85359726],,[ 181.5968857    27.45342217],,,,,,,,[ 93.67510335  72.255893  ],,,,,,,,,,,,,,,,,[ 104.06829247   47.52846548],,,,,,,,,,,,[ 190.55980404   26.4539498 ],,,,,,,,,
731,,,[ 107.3040372    45.01960241],,,[ 184.99333673   70.87583146],,,,,,,,,,,,,,,,,,,[ 186.62873342   28.51159748],,,,,,,,,,,,,,,,,[ 188.96988277   72.13375168],,,,,,,,,,[ 177.76895557   28.85359726],,[ 181.93608029   27.40820224],,,,,,,,[ 93.82440049  72.25974616],,,,,,,,,,,,,,,,,[ 104.21832556   47.49323192],,,,,,,,,,,,[ 190.85597445   26.40833455],,,,,,,,,
732,,,[ 107.46387948   44.98508118],,,[ 185.22822781   70.94038481],,,,,,,,,,,,,,,,,,,[ 187.06674535   28.39656562],,,,,,,,,,,,,,,,,[ 189.23817418   72.20346897],,,,,,,,,,[ 178.1197166    28.79279527],,[ 182.27527487   27.36298231],,,,,,,,[ 93.97369762  72.26359933],,,,,,,,,,,,,,,,,[ 104.36835865   47.45799836],,,,,,,,,,,,[ 191.15214485   26.3627193 ],,,,,,,,,
733,,,[ 107.62372175   44.95055995],,,[ 185.46311889   71.00493817],,,,,,,,,,,,,,,,,,,[ 187.50475728   28.28153377],,,,,,,,,,,,,,,,,[ 189.5064656    72.27318625],,,,,,,,,,[ 178.47047763   28.73199328],,[ 182.61446946   27.31776238],,,,,,,,[ 94.12299475  72.26745249],,,,,,,,,,,,,,,,,[ 104.51839175   47.42276481],,,,,,,,,,,,[ 191.44831526   26.31710405],,,,,,,,,
734,,,[ 107.78356403   44.91603872],,,[ 185.69800998   71.06949152],,,,,,,,,,,,,,,,,,,[ 187.50475728   28.28153377],,,,,,,,,,,,,,,,,[ 189.77475702   72.34290354],,,,,,,,,,[ 178.82123866   28.67119129],,[ 182.95366405   27.27254245],,,,,,,,[ 94.27229188  72.27130566],,,,,,,,,,,,,,,,,[ 104.66842484   47.38753125],,,,,,,,,,,,[ 191.74448566   26.2714888 ],,,,,,,,,
735,,,[ 107.9434063    44.88151749],,,[ 185.93290106   71.13404487],,,,,,,,,,,,,,,,,,,[ 187.94276921   28.16650191],,,,,,,,,,,,,,,,,[ 190.04304843   72.41262082],,,,,,,,,,[ 179.1719997   28.6103893],,[ 183.29285863   27.22732253],,,,,,,,[ 94.42158901  72.27515882],,,,,,,,,,,,,,,,,[ 104.81845793   47.35229769],,,,,,,,,,,,[ 192.04065607   26.22587355],,,,,,,,,
736,,,[ 108.10324857   44.84699626],,,[ 186.16779214   71.19859822],,,,,,,,,,,,,,,,,,,[ 188.38078114   28.05147006],,,,,,,,,,,,,,,,,[ 190.31133985   72.48233811],,,,,,,,,,[ 179.1719997   28.6103893],,[ 183.63205322   27.1821026 ],,,,,,,,[ 94.57088614  72.27901198],,,,,,,,,,,,,,,,,[ 104.96849103   47.31706413],,,,,,,,,,,,[ 192.33682647   26.1802583 ],,,,,,,,,
737,,,[ 108.26309085   44.81247502],,,[ 186.73548569   71.35461317],,,,,,,,,,,,,,,,,,,[ 188.38078114   27.66040905],,,,,,,,,,,,,,,,,[ 190.57963127   72.55205539],,,,,,,,,,[ 179.52276073   28.5495873 ],,[ 183.97124781   27.13688267],,,,,,,,[ 94.72018327  72.28286515],,,,,,,,,,,,,,,,,[ 105.11852412   47.28183057],,,,,,,,,,,,[ 192.63299688   26.13464305],,,,,,,,,
738,,,[ 108.42293312   44.77795379],,,[ 186.97037678   71.41916653],,,,,,,,,,,,,,,,,,,[ 188.83078844   27.55737256],,,,,,,,,,,,,,,,,[ 190.84792268   72.62177267],,,,,,,,,,[ 179.87352176   28.48878531],,[ 184.31044239   27.09166274],,,,,,,,[ 94.86948041  72.28671831],,,,,,,,,,,,,,,,,[ 105.26855721   47.24659702],,,,,,,,,,,,[ 192.92916728   26.0890278 ],,,,,,,,,
739,,,[ 108.5827754    44.74343256],,,[ 187.20526786   71.48371988],,,,,,,,,,,,,,,,,,,[ 188.83078844   27.16631155],,,,,,,,,,,,,,,,,[ 191.1162141    72.69148996],,,,,,,,,,[ 180.2242828    28.42798332],,[ 184.64963698   27.04644281],,,,,,,,[ 95.01877754  72.29057148],,,,,,,,,,,,,,,,,[ 105.41859031   47.21136346],,,,,,,,,,,,[ 193.22533769   26.04341254],,,,,,,,,
740,,,[ 108.74261767   44.70891133],,,[ 187.44015894   71.54827323],,,,,,,,,,,,,,,,,,,[ 189.2939921    27.07647142],,,,,,,,,,,,,,,,,[ 191.38450552   72.76120724],,,,,,,,,,[ 180.57504383   28.36718133],,[ 184.92145909   27.04644281],,,,,,,,[ 95.16807467  72.29442464],,,,,,,,,,,,,,,,,[ 105.5686234   47.1761299],,,,,,,,,,,,[ 193.52150809   25.99779729],,,,,,,,,
741,,,[ 108.90245995   44.6743901 ],,,[ 187.67505002   71.61282658],,,,,,,,,,,,,,,,,,,[ 188.90293109   26.68541041],,,,,,,,,,,,,,,,,[ 191.65279693   72.83092453],,,,,,,,,,[ 180.92580486   28.30637934],,[ 185.25993591   27.00050511],,,,,,,,[ 95.3173718   72.29827781],,,,,,,,,,,,,,,,,[ 105.7186565    47.14089634],,,,,,,,,,,,[ 193.8176785    25.95218204],,,,,,,,,
742,,,[ 109.06230222   44.63986887],,,[ 187.90994111   71.67737993],,,,,,,,,,,,,,,,,,,[ 189.3830543    26.61248983],,,,,,,,,,,,,,,,,[ 191.92108835   72.90064181],,,,,,,,,,[ 181.27656589   28.24557735],,[ 185.25993591   27.00050511],,,,,,,,[ 95.46666893  72.30213097],,,,,,,,,,,,,,,,,[ 105.86868959   47.10566279],,,,,,,,,,,,[ 194.1138489    25.90656679],,,,,,,,,
743,,,[ 109.2221445    44.60534763],,,[ 188.14483219   71.74193329],,,,,,,,,,,,,,,,,,,[ 189.86317751   26.53956925],,,,,,,,,,,,,,,,,[ 192.18937977   72.9703591 ],,,,,,,,,,[ 181.27656589   28.53659636],,[ 185.53175802   26.728683  ],,,,,,,,[ 95.61596606  72.30598413],,,,,,,,,,,,,,,,,[ 106.01872268   47.07042923],,,,,,,,,,,,[ 194.41001931   25.86095154],,,,,,,,,
744,,,[ 109.38198677   44.5708264 ],,,[ 188.37972327   71.80648664],,,,,,,,,,,,,,,,,,,[ 190.34330072   26.46664868],,,,,,,,,,,,,,,,,[ 192.45767118   73.04007638],,,,,,,,,,[ 181.62274121   28.47120865],,[ 185.25993591   26.45686089],,,,,,,,[ 95.7652632  72.3098373],,,,,,,,,,,,,,,,,[ 106.16875578   47.03519567],,,,,,,,,,,,[ 194.70618972   25.81533629],,,,,,,,,
745,,,[ 109.54182905   44.53630517],,,[ 188.61461436   71.87103999],,,,,,,,,,,,,,,,,,,[ 190.73436173   26.85770969],,,,,,,,,,,,,,,,,[ 192.7259626    73.10979367],,,,,,,,,,[ 181.62274121   28.47120865],,[ 185.60977358   26.42228405],,,,,,,,[ 95.91456033  72.31369046],,,,,,,,,,,,,,,,,[ 106.31878887   46.99996211],,,,,,,,,,,,[ 195.00236012   25.76972104],,,,,,,,,
746,,,[ 109.70167132   44.50178394],,,[ 188.84950544   71.93559334],,,,,,,,,,,,,,,,,,,[ 190.73436173   26.85770969],,,,,,,,,,,,,,,,,[ 192.99425402   73.17951095],,,,,,,,,,[ 181.96891653   28.40582095],,[ 185.95961126   26.38770721],,,,,,,,[ 96.06385746  72.31754363],,,,,,,,,,,,,,,,,[ 106.46882196   46.96472855],,,,,,,,,,,,[ 195.29853053   25.72410579],,,,,,,,,
747,,,[ 109.8615136    44.46726271],,,[ 189.41719899   72.0916083 ],,,,,,,,,,,,,,,,,,,[ 191.19504171   26.76534588],,,,,,,,,,,,,,,,,[ 193.26254543   73.24922823],,,,,,,,,,[ 182.31509185   28.34043324],,[ 186.30944893   26.35313037],,,,,,,,[ 96.21315459  72.32139679],,,,,,,,,,,,,,,,,[ 106.61885506   46.929495  ],,,,,,,,,,,,[ 195.59470093   25.67849054],,,,,,,,,
748,,,[ 110.02135587   44.43274148],,,[ 189.65209007   72.15616165],,,,,,,,,,,,,,,,,,,[ 191.65572168   26.67298207],,,,,,,,,,,,,,,,,[ 193.53083685   73.31894552],,,,,,,,,,[ 182.66126717   28.27504554],,[ 186.65928661   26.31855353],,,,,,,,[ 96.36245172  72.32524996],,,,,,,,,,,,,,,,,[ 106.76888815   46.89426144],,,,,,,,,,,,[ 195.89087134   25.63287529],,,,,,,,,
749,,,[ 110.18119815   44.39822025],,,[ 189.88698115   72.220715  ],,,,,,,,,,,,,,,,,,,[ 192.04678269   26.28192106],,,,,,,,,,,,,,,,,[ 193.79912826   73.3886628 ],,,,,,,,,,[ 183.00744249   28.20965784],,[ 187.00912429   26.28397669],,,,,,,,[ 96.51174885  72.32910312],,,,,,,,,,,,,,,,,[ 106.91892124   46.85902788],,,,,,,,,,,,[ 196.18704174   25.58726004],,,,,,,,,
750,,,[ 110.34104042   44.36369901],,,[ 190.12187224   72.28526835],,,,,,,,,,,,,,,,,,,[ 192.04678269   26.28192106],,,,,,,,,,,,,,,,,[ 194.06741968   73.45838009],,,,,,,,,,[ 183.35361781   28.14427013],,[ 187.35896196   26.24939986],,,,,,,,[ 96.66104599  72.33295629],,,,,,,,,,,,,,,,,[ 107.06895434   46.82379432],,,,,,,,,,,,[ 196.48321215   25.54164479],,,,,,,,,
751,,,[ 110.5008827    44.32917778],,,[ 190.35676332   72.3498217 ],,,,,,,,,,,,,,,,,,,[ 192.52305898   26.20515356],,,,,,,,,,,,,,,,,[ 194.3357111    73.52809737],,,,,,,,,,[ 183.69979313   28.07888243],,[ 187.70879964   26.21482302],,,,,,,,[ 96.81034312  72.33680945],,,,,,,,,,,,,,,,,[ 107.21898743   46.78856076],,,,,,,,,,,,[ 196.77938255   25.49602954],,,,,,,,,
752,,,[ 110.66072497   44.29465655],,,[ 190.5916544    72.41437505],,,,,,,,,,,,,,,,,,,[ 192.52305898   25.81409255],,,,,,,,,,,,,,,,,[ 194.60400251   73.59781466],,,,,,,,,,[ 184.04596845   28.01349472],,[ 188.05863731   26.18024618],,,,,,,,[ 96.95964025  72.34066261],,,,,,,,,,,,,,,,,[ 107.36902053   46.75332721],,,,,,,,,,,,[ 197.07555296   25.45041429],,,,,,,,,
753,,,[ 110.82056725   44.26013532],,,[ 190.82654549   72.47892841],,,,,,,,,,,,,,,,,,,[ 193.02179967   25.75978945],,,,,,,,,,,,,,,,,[ 194.87229393   73.66753194],,,,,,,,,,[ 184.39214377   27.94810702],,[ 188.40847499   26.14566934],,,,,,,,[ 97.10893738  72.34451578],,,,,,,,,,,,,,,,,[ 107.51905362   46.71809365],,,,,,,,,,,,[ 197.37172336   25.40479904],,,,,,,,,
754,,,[ 110.98040952   44.22561409],,,[ 191.06143657   72.54348176],,,,,,,,,,,,,,,,,,,[ 193.02179967   26.15085046],,,,,,,,,,,,,,,,,[ 195.14058535   73.73724923],,,,,,,,,,[ 184.73831908   27.88271931],,[ 188.75831267   26.1110925 ],,,,,,,,[ 97.25823451  72.34836894],,,,,,,,,,,,,,,,,[ 107.66908671   46.68286009],,,,,,,,,,,,[ 197.66789377   25.35918379],,,,,,,,,
755,,,[ 111.14025179   44.19109286],,,[ 191.29632765   72.60803511],,,,,,,,,,,,,,,,,,,[ 193.49654763   26.07255464],,,,,,,,,,,,,,,,,[ 195.40887676   73.80696651],,,,,,,,,,[ 185.0844944    27.81733161],,[ 189.03013478   26.1110925 ],,,,,,,,[ 97.40753164  72.35222211],,,,,,,,,,,,,,,,,[ 107.81911981   46.64762653],,,,,,,,,,,,[ 197.96406417   25.31356854],,,,,,,,,
756,,,[ 111.30009407   44.15657163],,,[ 191.53121874   72.67258846],,,,,,,,,,,,,,,,,,,[ 193.9712956    25.99425882],,,,,,,,,,,,,,,,,[ 195.67716818   73.8766838 ],,,,,,,,,,[ 185.37551341   27.52631261],,[ 189.37919447   26.07573768],,,,,,,,[ 97.55682877  72.35607527],,,,,,,,,,,,,,,,,[ 107.9691529    46.61239297],,,,,,,,,,,,[ 198.26023458   25.26795329],,,,,,,,,
757,,,[ 111.45993634   44.12205039],,,[ 192.09891229   72.82860342],,,,,,,,,,,,,,,,,,,[ 194.36235661   25.99425882],,,,,,,,,,,,,,,,,[ 195.9454596    73.94640108],,,,,,,,,,[ 185.0844944    27.81733161],,[ 189.72825417   26.04038286],,,,,,,,[ 97.70612591  72.35992844],,,,,,,,,,,,,,,,,[ 108.11918599   46.57715942],,,,,,,,,,,,[ 198.55640498   25.22233804],,,,,,,,,
758,,,[ 111.61977862   44.08752916],,,[ 192.33380337   72.89315677],,,,,,,,,,,,,,,,,,,[ 193.9712956    25.99425882],,,,,,,,,,,,,,,,,[ 196.21375101   74.01611836],,,,,,,,,,[ 185.43066972   27.75194391],,[ 190.07731386   26.00502804],,,,,,,,[ 97.85542304  72.3637816 ],,,,,,,,,,,,,,,,,[ 108.26921909   46.54192586],,,,,,,,,,,,[ 198.85257539   25.17672279],,,,,,,,,
759,,,[ 111.77962089   44.05300793],,,[ 192.56869445   72.95771012],,,,,,,,,,,,,,,,,,,[ 194.44604357   25.915963  ],,,,,,,,,,,,,,,,,[ 196.48204243   74.08583565],,,,,,,,,,[ 185.77684504   27.6865562 ],,[ 190.07731386   25.73320593],,,,,,,,[ 98.00472017  72.36763476],,,,,,,,,,,,,,,,,[ 108.41925218   46.5066923 ],,,,,,,,,,,,,,,,,,,,,
760,,,[ 111.93946317   44.0184867 ],,,[ 192.80358553   73.02226347],,,,,,,,,,,,,,,,,,,[ 194.92079153   25.83766718],,,,,,,,,,,,,,,,,[ 196.75033385   74.15555293],,,,,,,,,,[ 186.12302036   27.6211685 ],,[ 190.43527775   25.7067553 ],,,,,,,,[ 98.1540173   72.37148793],,,,,,,,,,,,,,,,,[ 108.56928528   46.47145874],,,,,,,,,,,,,,,,,,,,,
761,,,[ 112.09930544   43.98396547],,,[ 193.03847662   73.08681682],,,,,,,,,,,,,,,,,,,[ 195.3955395    25.75937136],,,,,,,,,,,,,,,,,[ 197.01862526   74.22527022],,,,,,,,,,[ 186.46919568   27.55578079],,[ 190.79324164   25.68030468],,,,,,,,[ 98.30331443  72.37534109],,,,,,,,,,,,,,,,,[ 109.06289694   46.35553968],,,,,,,,,,,,,,,,,,,,,
762,,,[ 112.25914772   43.94944424],,,[ 193.2733677    73.15137017],,,,,,,,,,,,,,,,,,,[ 195.87028747   25.68107554],,,,,,,,,,,,,,,,,[ 197.28691668   74.2949875 ],,,,,,,,,,[ 186.815371     27.49039309],,[ 191.15120553   25.65385405],,,,,,,,[ 98.45261156  72.37919426],,,,,,,,,,,,,,,,,[ 109.21293003   46.32030613],,,,,,,,,,,,,,,,,,,,,
763,,,[ 112.41898999   43.91492301],,,[ 193.50825878   73.21592353],,,,,,,,,,,,,,,,,,,[ 196.34503543   25.60277972],,,,,,,,,,,,,,,,,[ 197.5552081    74.36470479],,,,,,,,,,[ 187.16154632   27.42500538],,[ 191.50916943   25.62740343],,,,,,,,[ 98.6019087   72.38304742],,,,,,,,,,,,,,,,,[ 109.36296312   46.28507257],,,,,,,,,,,,,,,,,,,,,
764,,,[ 112.57883227   43.88040177],,,[ 193.74314987   73.28047688],,,,,,,,,,,,,,,,,,,[ 196.8197834   25.5244839],,,,,,,,,,,,,,,,,[ 197.82349951   74.43442207],,,,,,,,,,[ 187.50772164   27.35961768],,[ 191.86713332   25.6009528 ],,,,,,,,[ 98.75120583  72.38690059],,,,,,,,,,,,,,,,,[ 109.51299622   46.24983901],,,,,,,,,,,,,,,,,,,,,
765,,,[ 112.73867454   43.84588054],,,[ 193.97804095   73.34503023],,,,,,,,,,,,,,,,,,,[ 197.29453137   25.44618808],,,,,,,,,,,,,,,,,[ 198.09179093   74.50413936],,,,,,,,,,[ 187.85389696   27.29422998],,[ 192.22509721   25.57450218],,,,,,,,[ 98.90050296  72.39075375],,,,,,,,,,,,,,,,,[ 109.66302931   46.21460545],,,,,,,,,,,,,,,,,,,,,
766,,,[ 112.89851682   43.81135931],,,[ 194.21293203   73.40958358],,,,,,,,,,,,,,,,,,,[ 197.76927933   25.36789226],,,,,,,,,,,,,,,,,[ 198.36008235   74.57385664],,,,,,,,,,[ 188.20007228   27.22884227],,[ 192.5830611    25.54805156],,,,,,,,[ 99.04980009  72.39460692],,,,,,,,,,,,,,,,,[ 109.8130624    46.17937189],,,,,,,,,,,,,,,,,,,,,
767,,,[ 113.05835909   43.77683808],,,[ 194.44782311   73.47413693],,,,,,,,,,,,,,,,,,,[ 198.2440273    25.28959644],,,,,,,,,,,,,,,,,[ 198.62837376   74.64357392],,,,,,,,,,[ 188.5462476    27.16345457],,[ 192.94102499   25.52160093],,,,,,,,[ 99.19909722  72.39846008],,,,,,,,,,,,,,,,,[ 109.9630955    46.14413834],,,,,,,,,,,,,,,,,,,,,
768,,,[ 113.21820137   43.74231685],,,[ 195.01551666   73.63015189],,,,,,,,,,,,,,,,,,,[ 198.71877527   25.21130062],,,,,,,,,,,,,,,,,[ 198.89666518   74.71329121],,,,,,,,,,[ 188.89242291   27.09806686],,[ 193.29898888   25.49515031],,,,,,,,[ 99.34839435  72.40231324],,,,,,,,,,,,,,,,,[ 110.11312859   46.10890478],,,,,,,,,,,,,,,,,,,,,
769,,,[ 113.37804364   43.70779562],,,[ 195.58321021   73.78616684],,,,,,,,,,,,,,,,,,,[ 199.19352323   25.1330048 ],,,,,,,,,,,,,,,,,,,,,,,,,,,[ 189.23859823   27.03267916],,[ 193.65695277   25.46869968],,,,,,,,[ 99.49769148  72.40616641],,,,,,,,,,,,,,,,,[ 110.26316169   46.07367122],,,,,,,,,,,,,,,,,,,,,
770,,,[ 113.53788592   43.67327438],,,[ 196.15090376   73.9421818 ],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[ 189.58477355   26.96729145],,[ 194.01491666   25.44224906],,,,,,,,[ 99.64698862  72.41001957],,,,,,,,,,,,,,,,,[ 110.41319478   46.03843766],,,,,,,,,,,,,,,,,,,,,
771,,,[ 113.69772819   43.63875315],,,[ 196.71859731   74.09819675],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[ 189.93094887   26.90190375],,[ 194.37288055   25.41579843],,,,,,,,[ 99.79628575  72.41387274],,,,,,,,,,,,,,,,,[ 110.56322787   46.00320411],,,,,,,,,,,,,,,,,,,,,
772,,,[ 113.85757047   43.60423192],,,[ 197.28629086   74.2542117 ],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[ 190.27712419   26.83651605],,[ 194.73084444   25.38934781],,,,,,,,[ 99.94558288  72.4177259 ],,,,,,,,,,,,,,,,,[ 110.71326097   45.96797055],,,,,,,,,,,,,,,,,,,,,
773,,,[ 114.01741274   43.56971069],,,[ 197.85398441   74.41022666],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[ 190.62329951   26.77112834],,[ 195.08880833   25.36289718],,,,,,,,[ 100.09488001   72.42157907],,,,,,,,,,,,,,,,,[ 110.86329406   45.93273699],,,,,,,,,,,,,,,,,,,,,
774,,,[ 114.17725501   43.53518946],,,[ 198.42167796   74.56624161],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[ 190.96947483   26.70574064],,[ 195.44677222   25.33644656],,,,,,,,[ 100.24417714   72.42543223],,,,,,,,,,,,,,,,,[ 111.01332715   45.89750343],,,,,,,,,,,,,,,,,,,,,
775,,,[ 114.33709729   43.50066823],,,[ 198.98937151   74.72225656],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[ 191.31565015   26.64035293],,[ 195.80473611   25.30999593],,,,,,,,[ 100.39347427   72.42928539],,,,,,,,,,,,,,,,,[ 111.16336025   45.86226987],,,,,,,,,,,,,,,,,,,,,
776,,,[ 114.49693956   43.466147  ],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[ 191.66182547   26.57496523],,[ 196.1627       25.28354531],,,,,,,,[ 100.54277141   72.43313856],,,,,,,,,,,,,,,,,[ 111.31339334   45.82703632],,,,,,,,,,,,,,,,,,,,,
777,,,[ 114.65678184   43.43162576],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[ 192.00800079   26.50957752],,[ 196.52066389   25.25709468],,,,,,,,[ 100.69206854   72.43699172],,,,,,,,,,,,,,,,,[ 111.46342643   45.79180276],,,,,,,,,,,,,,,,,,,,,
778,,,[ 114.81662411   43.39710453],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[ 192.35417611   26.44418982],,[ 196.87862778   25.23064406],,,,,,,,[ 100.84136567   72.44084489],,,,,,,,,,,,,,,,,[ 111.61345953   45.7565692 ],,,,,,,,,,,,,,,,,,,,,
779,,,[ 114.97646639   43.3625833 ],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[ 192.70035142   26.37880212],,[ 197.23659168   25.20419343],,,,,,,,[ 100.9906628    72.44469805],,,,,,,,,,,,,,,,,[ 111.76349262   45.72133564],,,,,,,,,,,,,,,,,,,,,
780,,,[ 115.13630866   43.32806207],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[ 193.04652674   26.31341441],,[ 197.59455557   25.17774281],,,,,,,,[ 101.13995993   72.44855122],,,,,,,,,,,,,,,,,[ 111.91352572   45.68610208],,,,,,,,,,,,,,,,,,,,,
781,,,[ 115.29615094   43.29354084],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[ 193.39270206   26.24802671],,[ 197.95251946   25.15129219],,,,,,,,[ 101.28925706   72.45240438],,,,,,,,,,,,,,,,,[ 112.06355881   45.65086853],,,,,,,,,,,,,,,,,,,,,
782,,,[ 115.45599321   43.25901961],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[ 193.73887738   26.182639  ],,[ 198.31048335   25.12484156],,,,,,,,[ 101.43855419   72.45625755],,,,,,,,,,,,,,,,,[ 112.2135919    45.61563497],,,,,,,,,,,,,,,,,,,,,
783,,,[ 115.61583549   43.22449838],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[ 194.0850527   26.1172513],,[ 198.66844724   25.09839094],,,,,,,,[ 101.58785133   72.46011071],,,,,,,,,,,,,,,,,[ 112.363625     45.58040141],,,,,,,,,,,,,,,,,,,,,
784,,,[ 115.77567776   43.18997714],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[ 194.43122802   26.05186359],,[ 199.02641113   25.07194031],,,,,,,,[ 101.73714846   72.46396387],,,,,,,,,,,,,,,,,[ 112.51365809   45.54516785],,,,,,,,,,,,,,,,,,,,,
785,,,[ 115.93552004   43.15545591],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[ 194.77740334   25.98647589],,,,,,,,,,[ 101.88644559   72.46781704],,,,,,,,,,,,,,,,,[ 112.66369118   45.50993429],,,,,,,,,,,,,,,,,,,,,
